--------------- VOSTOK FLIGHT DATA ---------------
	battery	alt	temp	accelX	accelY	accelZ	rotA	rotX	rotY	rotZ
9.01	104.00	-0.32	40.56	0.60	-8.04	-0.28	1.41	-0.99	-0.10	0.02
9.05	104.00	-0.34	40.56	0.60	-8.05	-0.33	1.41	-0.99	-0.10	0.02
9.06	104.00	-0.34	40.56	0.60	-8.05	-0.28	1.41	-0.99	-0.10	0.02
9.07	104.00	-0.34	40.56	0.58	-8.07	-0.28	1.41	-0.99	-0.10	0.02
9.08	104.00	-0.34	40.56	0.55	-8.06	-0.26	1.41	-0.99	-0.10	0.02
9.09	104.00	-0.34	40.56	0.57	-8.04	-0.25	1.42	-0.99	-0.10	0.02
9.10	104.00	-0.31	40.56	0.58	-8.06	-0.27	1.42	-0.99	-0.10	0.02
9.11	104.00	-0.31	40.56	0.57	-8.06	-0.26	1.42	-0.99	-0.10	0.02
9.12	104.00	-0.31	40.56	0.55	-8.10	-0.25	1.42	-0.99	-0.10	0.02
9.13	104.00	-0.31	40.56	0.57	-8.05	-0.24	1.42	-0.99	-0.10	0.02
9.14	104.00	-0.36	40.56	0.55	-8.03	-0.25	1.42	-0.99	-0.10	0.02
9.15	104.00	-0.36	40.56	0.53	-8.05	-0.26	1.42	-0.99	-0.10	0.02
9.16	104.00	-0.36	40.56	0.55	-8.07	-0.30	1.42	-0.99	-0.10	0.02
9.17	104.00	-0.36	40.56	0.55	-8.09	-0.25	1.42	-0.99	-0.10	0.02
9.18	104.00	-0.36	40.56	0.53	-8.03	-0.23	1.42	-0.99	-0.10	0.02
9.19	104.00	-0.36	40.56	0.53	-8.06	-0.20	1.43	-0.99	-0.10	0.02
9.20	104.00	-0.36	40.56	0.50	-8.06	-0.21	1.43	-0.99	-0.10	0.02
9.21	104.00	-0.38	40.56	0.51	-8.07	-0.28	1.43	-0.99	-0.10	0.02
9.22	104.00	-0.38	40.56	0.55	-8.06	-0.29	1.43	-0.99	-0.10	0.02
9.23	104.00	-0.38	40.56	0.56	-8.06	-0.31	1.43	-0.99	-0.10	0.02
9.24	104.00	-0.38	40.56	0.57	-8.07	-0.27	1.43	-0.99	-0.10	0.02
9.25	104.00	-0.37	40.56	0.53	-8.06	-0.26	1.43	-0.99	-0.10	0.02
9.26	104.00	-0.37	40.56	0.51	-8.04	-0.19	1.43	-0.99	-0.10	0.02
9.27	104.00	-0.37	40.56	0.53	-8.02	-0.24	1.43	-0.99	-0.10	0.03
9.28	104.00	-0.37	40.56	0.54	-8.05	-0.27	1.43	-0.99	-0.10	0.03
9.29	104.00	-0.35	40.56	0.58	-8.09	-0.30	1.43	-0.99	-0.10	0.03
9.30	104.00	-0.35	40.56	0.54	-8.05	-0.28	1.44	-0.99	-0.10	0.03
9.31	104.00	-0.35	40.56	0.57	-8.04	-0.24	1.44	-0.99	-0.10	0.03
9.32	104.00	-0.35	40.56	0.57	-8.06	-0.27	1.44	-0.99	-0.10	0.03
9.33	104.00	-0.35	40.56	0.56	-8.08	-0.29	1.44	-0.99	-0.10	0.03
9.34	104.00	-0.35	40.56	0.58	-8.06	-0.27	1.44	-0.99	-0.10	0.03
9.35	104.00	-0.35	40.56	0.58	-8.07	-0.28	1.44	-0.99	-0.10	0.03
9.36	104.00	-0.35	40.56	0.59	-8.06	-0.25	1.44	-0.99	-0.10	0.03
9.37	104.00	-0.38	40.56	0.58	-8.04	-0.25	1.44	-0.99	-0.10	0.03
9.38	104.00	-0.38	40.56	0.59	-8.08	-0.25	1.44	-0.99	-0.10	0.03
9.39	104.00	-0.38	40.56	0.62	-8.05	-0.26	1.44	-0.99	-0.10	0.03
9.40	104.00	-0.36	40.56	0.63	-8.06	-0.31	1.44	-0.99	-0.10	0.03
9.41	104.00	-0.36	40.56	0.63	-8.04	-0.30	1.45	-0.99	-0.10	0.03
9.42	104.00	-0.36	40.56	0.66	-8.08	-0.28	1.45	-0.99	-0.10	0.03
9.43	104.00	-0.36	40.56	0.61	-8.06	-0.23	1.45	-0.99	-0.10	0.03
9.44	104.00	-0.33	40.56	0.57	-8.05	-0.26	1.45	-0.99	-0.10	0.03
9.45	104.00	-0.33	40.56	0.60	-8.06	-0.20	1.45	-0.99	-0.10	0.03
9.46	104.00	-0.33	40.56	0.62	-8.06	-0.29	1.45	-0.99	-0.10	0.03
9.47	104.00	-0.33	40.56	0.64	-8.06	-0.31	1.45	-0.99	-0.10	0.03
9.48	104.00	-0.32	40.56	0.62	-8.06	-0.29	1.45	-0.99	-0.10	0.03
9.49	104.00	-0.32	40.56	0.65	-8.07	-0.31	1.45	-0.99	-0.10	0.03
9.50	104.00	-0.32	40.56	0.59	-8.08	-0.31	1.45	-0.99	-0.10	0.03
9.51	104.00	-0.32	40.56	0.61	-8.07	-0.27	1.45	-0.99	-0.10	0.03
9.52	104.00	-0.30	40.56	0.61	-8.03	-0.26	1.45	-0.99	-0.10	0.03
9.53	104.00	-0.30	40.56	0.63	-8.06	-0.26	1.45	-0.99	-0.10	0.03
9.54	104.00	-0.30	40.56	0.64	-8.05	-0.30	1.46	-0.99	-0.10	0.03
9.55	104.00	-0.30	40.56	0.60	-8.04	-0.29	1.46	-0.99	-0.10	0.03
9.56	104.00	-0.34	40.57	0.58	-8.08	-0.29	1.46	-0.99	-0.10	0.03
9.57	104.00	-0.34	40.57	0.60	-8.05	-0.30	1.46	-0.99	-0.10	0.03
9.58	104.00	-0.34	40.57	0.60	-8.08	-0.31	1.46	-0.99	-0.10	0.03
9.59	104.00	-0.34	40.57	0.59	-8.06	-0.31	1.46	-0.99	-0.10	0.03
9.60	104.00	-0.34	40.57	0.61	-8.08	-0.30	1.46	-0.99	-0.10	0.03
9.61	104.00	-0.34	40.57	0.57	-8.06	-0.29	1.46	-0.99	-0.10	0.03
9.62	104.00	-0.34	40.57	0.54	-8.05	-0.31	1.46	-0.99	-0.10	0.03
9.63	104.00	-0.38	40.57	0.58	-8.07	-0.30	1.46	-0.99	-0.10	0.03
9.64	104.00	-0.38	40.57	0.60	-8.07	-0.31	1.46	-0.99	-0.10	0.03
9.65	104.00	-0.38	40.57	0.58	-8.03	-0.28	1.46	-0.99	-0.10	0.03
9.66	104.00	-0.38	40.57	0.58	-8.04	-0.30	1.46	-0.99	-0.10	0.03
9.67	104.00	-0.36	40.57	0.57	-8.06	-0.28	1.46	-0.99	-0.10	0.03
9.68	104.00	-0.36	40.57	0.53	-8.04	-0.26	1.47	-0.99	-0.10	0.03
9.69	104.00	-0.36	40.57	0.55	-8.04	-0.23	1.47	-0.99	-0.10	0.03
9.70	104.00	-0.36	40.57	0.57	-8.09	-0.28	1.47	-0.99	-0.10	0.03
9.71	104.00	-0.35	40.57	0.55	-8.07	-0.31	1.47	-0.99	-0.10	0.03
9.72	104.00	-0.35	40.57	0.55	-8.08	-0.31	1.47	-0.99	-0.10	0.03
9.73	104.00	-0.35	40.57	0.56	-8.07	-0.27	1.47	-0.99	-0.10	0.03
9.74	104.00	-0.35	40.57	0.54	-8.08	-0.24	1.47	-0.99	-0.10	0.03
9.75	104.00	-0.35	40.57	0.56	-8.06	-0.21	1.47	-0.99	-0.10	0.03
9.76	104.00	-0.35	40.57	0.54	-8.06	-0.24	1.47	-0.99	-0.10	0.03
9.77	104.00	-0.35	40.57	0.55	-8.05	-0.23	1.47	-0.99	-0.10	0.03
9.78	104.00	-0.35	40.57	0.56	-8.06	-0.27	1.47	-0.99	-0.10	0.03
9.79	104.00	-0.35	40.57	0.56	-8.05	-0.24	1.47	-0.99	-0.10	0.03
9.80	104.00	-0.35	40.57	0.57	-8.07	-0.22	1.47	-0.99	-0.10	0.03
9.81	104.00	-0.35	40.57	0.55	-8.08	-0.26	1.47	-0.99	-0.10	0.03
9.82	104.00	-0.34	40.57	0.53	-8.07	-0.21	1.47	-0.99	-0.10	0.03
9.83	104.00	-0.34	40.57	0.56	-8.06	-0.26	1.47	-0.99	-0.10	0.03
9.84	104.00	-0.34	40.57	0.58	-8.05	-0.26	1.48	-0.99	-0.10	0.03
9.85	104.00	-0.34	40.57	0.57	-8.06	-0.22	1.48	-0.99	-0.10	0.03
9.86	104.00	-0.39	40.57	0.58	-8.06	-0.25	1.48	-0.99	-0.10	0.03
9.87	104.00	-0.39	40.57	0.58	-8.05	-0.25	1.48	-0.99	-0.10	0.03
9.88	104.00	-0.39	40.57	0.59	-8.08	-0.23	1.48	-0.99	-0.10	0.03
9.89	104.00	-0.39	40.57	0.59	-8.07	-0.24	1.48	-0.99	-0.10	0.03
9.90	104.00	-0.37	40.57	0.60	-8.06	-0.28	1.48	-0.99	-0.10	0.03
9.91	104.00	-0.37	40.57	0.59	-8.06	-0.23	1.48	-0.99	-0.10	0.03
9.92	104.00	-0.37	40.57	0.59	-8.07	-0.25	1.48	-0.99	-0.11	0.03
9.93	104.00	-0.37	40.57	0.61	-8.06	-0.26	1.48	-0.99	-0.11	0.03
9.94	104.00	-0.37	40.57	0.62	-8.06	-0.29	1.48	-0.99	-0.11	0.03
9.95	104.00	-0.37	40.57	0.59	-8.05	-0.28	1.48	-0.99	-0.11	0.03
9.96	104.00	-0.37	40.57	0.60	-8.04	-0.27	1.48	-0.99	-0.11	0.03
9.97	104.00	-0.37	40.57	0.60	-8.05	-0.26	1.48	-0.99	-0.11	0.03
9.98	104.00	-0.41	40.58	0.63	-8.05	-0.26	1.48	-0.99	-0.11	0.03
9.99	104.00	-0.41	40.58	0.60	-8.07	-0.26	1.48	-0.99	-0.11	0.03
10.00	104.00	-0.41	40.58	0.60	-8.09	-0.27	1.48	-0.99	-0.11	0.03
10.01	104.00	-0.41	40.58	0.60	-8.05	-0.31	1.48	-0.99	-0.11	0.03
10.04	104.00	-0.41	40.58	0.60	-8.06	-0.30	1.49	-0.99	-0.11	0.03
10.05	104.00	-0.41	40.58	0.61	-8.06	-0.31	1.49	-0.99	-0.11	0.03
10.06	104.00	-0.41	40.58	0.62	-8.04	-0.28	1.49	-0.99	-0.11	0.03
10.07	104.00	-0.41	40.58	0.58	-8.06	-0.29	1.49	-0.99	-0.11	0.03
10.08	104.00	-0.41	40.58	0.58	-8.05	-0.29	1.49	-0.99	-0.11	0.03
10.09	104.00	-0.41	40.58	0.60	-8.06	-0.29	1.49	-0.99	-0.11	0.03
10.10	104.00	-0.41	40.58	0.61	-8.05	-0.31	1.49	-0.99	-0.11	0.03
10.11	104.00	-0.41	40.58	0.61	-8.06	-0.32	1.49	-0.99	-0.11	0.03
10.12	104.00	-0.41	40.58	0.60	-8.07	-0.32	1.49	-0.99	-0.11	0.03
10.13	104.00	-0.44	40.58	0.59	-8.07	-0.33	1.49	-0.99	-0.11	0.03
10.14	104.00	-0.44	40.58	0.57	-8.04	-0.31	1.49	-0.99	-0.11	0.03
10.15	104.00	-0.44	40.58	0.60	-8.05	-0.26	1.49	-0.99	-0.11	0.03
10.16	104.00	-0.44	40.58	0.59	-8.07	-0.28	1.49	-0.99	-0.11	0.03
10.17	104.00	-0.44	40.58	0.58	-8.05	-0.28	1.49	-0.99	-0.11	0.03
10.18	104.00	-0.44	40.58	0.60	-8.07	-0.27	1.49	-0.99	-0.11	0.03
10.19	104.00	-0.44	40.58	0.58	-8.06	-0.30	1.49	-0.99	-0.11	0.03
10.20	104.00	-0.44	40.58	0.57	-8.08	-0.29	1.49	-0.99	-0.11	0.03
10.21	104.00	-0.43	40.58	0.60	-8.07	-0.31	1.49	-0.99	-0.11	0.03
10.22	104.00	-0.43	40.58	0.58	-8.07	-0.26	1.49	-0.99	-0.11	0.03
10.23	104.00	-0.43	40.58	0.60	-8.08	-0.28	1.50	-0.99	-0.11	0.03
10.24	104.00	-0.43	40.58	0.56	-8.06	-0.23	1.50	-0.99	-0.11	0.03
10.25	104.00	-0.43	40.58	0.57	-8.05	-0.26	1.50	-0.99	-0.11	0.03
10.26	104.00	-0.43	40.58	0.58	-8.04	-0.23	1.50	-0.99	-0.11	0.03
10.27	104.00	-0.43	40.58	0.59	-8.06	-0.23	1.50	-0.99	-0.11	0.03
10.28	104.00	-0.45	40.58	0.57	-8.06	-0.26	1.50	-0.99	-0.11	0.03
10.29	104.00	-0.45	40.58	0.58	-8.08	-0.26	1.50	-0.99	-0.11	0.03
10.30	104.00	-0.45	40.58	0.56	-8.08	-0.23	1.50	-0.99	-0.11	0.03
10.31	104.00	-0.45	40.58	0.58	-8.06	-0.25	1.50	-0.99	-0.11	0.03
10.32	104.00	-0.45	40.58	0.55	-8.07	-0.21	1.50	-0.99	-0.11	0.03
10.33	104.00	-0.45	40.58	0.57	-8.05	-0.26	1.50	-0.99	-0.11	0.03
10.34	104.00	-0.45	40.58	0.59	-8.02	-0.26	1.50	-0.99	-0.11	0.03
10.35	104.00	-0.45	40.58	0.57	-8.06	-0.22	1.50	-0.99	-0.11	0.03
10.36	104.00	-0.44	40.58	0.61	-8.07	-0.28	1.50	-0.99	-0.11	0.03
10.37	104.00	-0.44	40.58	0.58	-8.05	-0.22	1.50	-0.99	-0.11	0.03
10.38	104.00	-0.44	40.58	0.55	-8.06	-0.23	1.50	-0.99	-0.11	0.03
10.39	104.00	-0.44	40.58	0.58	-8.07	-0.24	1.50	-0.99	-0.11	0.03
10.40	104.00	-0.45	40.58	0.59	-8.09	-0.27	1.50	-0.99	-0.11	0.03
10.41	104.00	-0.45	40.58	0.57	-8.05	-0.22	1.50	-0.99	-0.11	0.03
10.42	104.00	-0.45	40.58	0.56	-8.05	-0.23	1.50	-0.99	-0.11	0.03
10.43	104.00	-0.45	40.58	0.57	-8.06	-0.23	1.50	-0.99	-0.11	0.03
10.44	104.00	-0.47	40.58	0.55	-8.07	-0.27	1.50	-0.99	-0.11	0.03
10.45	104.00	-0.47	40.58	0.58	-8.06	-0.28	1.50	-0.99	-0.11	0.03
10.46	104.00	-0.47	40.58	0.58	-8.05	-0.27	1.50	-0.99	-0.11	0.03
10.47	104.00	-0.47	40.58	0.56	-8.06	-0.25	1.50	-0.99	-0.11	0.03
10.48	104.00	-0.48	40.58	0.56	-8.07	-0.26	1.50	-0.99	-0.11	0.03
10.49	104.00	-0.48	40.58	0.57	-8.06	-0.28	1.51	-0.99	-0.11	0.03
10.50	104.00	-0.48	40.58	0.59	-8.06	-0.27	1.51	-0.99	-0.11	0.03
10.51	104.00	-0.47	40.58	0.60	-8.03	-0.28	1.51	-0.99	-0.11	0.03
10.52	104.00	-0.47	40.58	0.58	-8.08	-0.30	1.51	-0.99	-0.11	0.03
10.53	104.00	-0.47	40.58	0.60	-8.07	-0.29	1.51	-0.99	-0.11	0.03
10.54	104.00	-0.47	40.58	0.61	-8.06	-0.32	1.51	-0.99	-0.11	0.03
10.55	104.00	-0.47	40.58	0.58	-8.04	-0.27	1.51	-0.99	-0.11	0.03
10.56	104.00	-0.47	40.58	0.59	-8.05	-0.33	1.51	-0.99	-0.11	0.03
10.57	104.00	-0.47	40.58	0.58	-8.08	-0.28	1.51	-0.99	-0.11	0.03
10.58	104.00	-0.47	40.58	0.60	-8.06	-0.29	1.51	-0.99	-0.11	0.03
10.59	104.00	-0.46	40.58	0.61	-8.04	-0.31	1.51	-0.99	-0.11	0.03
10.60	104.00	-0.46	40.58	0.59	-8.06	-0.28	1.51	-0.99	-0.11	0.03
10.61	104.00	-0.46	40.58	0.59	-8.06	-0.29	1.51	-0.99	-0.11	0.03
10.62	104.00	-0.46	40.58	0.61	-8.07	-0.30	1.51	-0.99	-0.11	0.03
10.63	104.00	-0.44	40.58	0.60	-8.04	-0.27	1.51	-0.99	-0.11	0.03
10.64	104.00	-0.44	40.58	0.59	-8.05	-0.31	1.51	-0.99	-0.11	0.03
10.65	104.00	-0.44	40.58	0.59	-8.05	-0.32	1.51	-0.99	-0.11	0.03
10.66	104.00	-0.44	40.58	0.60	-8.07	-0.29	1.51	-0.99	-0.11	0.03
10.67	104.00	-0.43	40.58	0.61	-8.05	-0.30	1.51	-0.99	-0.11	0.03
10.68	104.00	-0.43	40.58	0.59	-8.06	-0.30	1.51	-0.99	-0.11	0.03
10.69	104.00	-0.43	40.58	0.62	-8.05	-0.30	1.51	-0.99	-0.11	0.03
10.70	104.00	-0.43	40.58	0.60	-8.06	-0.26	1.51	-0.99	-0.11	0.03
10.71	104.00	-0.45	40.59	0.58	-8.08	-0.24	1.51	-0.99	-0.11	0.03
10.72	104.00	-0.45	40.59	0.60	-8.05	-0.27	1.51	-0.99	-0.11	0.03
10.73	104.00	-0.45	40.59	0.62	-8.08	-0.26	1.51	-0.99	-0.11	0.03
10.74	104.00	-0.45	40.59	0.60	-8.07	-0.24	1.51	-0.99	-0.11	0.03
10.75	104.00	-0.45	40.59	0.60	-8.04	-0.26	1.51	-0.99	-0.11	0.03
10.76	104.00	-0.45	40.59	0.59	-8.06	-0.27	1.51	-0.99	-0.11	0.04
10.77	104.00	-0.45	40.59	0.62	-8.05	-0.27	1.51	-0.99	-0.11	0.04
10.78	104.00	-0.40	40.59	0.59	-8.05	-0.25	1.51	-0.99	-0.11	0.04
10.79	104.00	-0.40	40.59	0.58	-8.04	-0.24	1.51	-0.99	-0.11	0.04
10.80	104.00	-0.40	40.59	0.57	-8.06	-0.26	1.52	-0.99	-0.11	0.04
10.81	104.00	-0.40	40.59	0.58	-8.10	-0.26	1.52	-0.99	-0.11	0.04
10.82	104.00	-0.38	40.59	0.58	-8.08	-0.30	1.52	-0.99	-0.11	0.04
10.83	104.00	-0.38	40.59	0.57	-8.02	-0.23	1.52	-0.99	-0.11	0.04
10.84	104.00	-0.38	40.59	0.60	-8.06	-0.28	1.52	-0.99	-0.11	0.04
10.85	104.00	-0.38	40.59	0.58	-8.11	-0.20	1.52	-0.99	-0.11	0.04
10.86	104.00	-0.36	40.59	0.53	-8.07	-0.23	1.52	-0.99	-0.11	0.04
10.87	104.00	-0.36	40.59	0.55	-8.05	-0.24	1.52	-0.99	-0.11	0.04
10.88	104.00	-0.36	40.59	0.61	-8.03	-0.28	1.52	-0.99	-0.11	0.04
10.89	104.00	-0.36	40.59	0.59	-8.08	-0.27	1.52	-0.99	-0.11	0.04
10.90	104.00	-0.36	40.59	0.57	-8.07	-0.26	1.52	-0.99	-0.11	0.04
10.91	104.00	-0.36	40.59	0.53	-8.06	-0.22	1.52	-0.99	-0.11	0.04
10.92	104.00	-0.36	40.59	0.59	-8.04	-0.22	1.52	-0.99	-0.11	0.04
10.93	104.00	-0.36	40.59	0.56	-8.05	-0.25	1.52	-0.99	-0.11	0.04
10.94	104.00	-0.36	40.59	0.53	-8.10	-0.22	1.52	-0.99	-0.11	0.04
10.95	104.00	-0.36	40.59	0.56	-8.08	-0.26	1.52	-0.99	-0.11	0.04
10.96	104.00	-0.36	40.59	0.57	-8.06	-0.27	1.52	-0.99	-0.11	0.04
10.97	104.00	-0.35	40.59	0.54	-8.04	-0.27	1.52	-0.99	-0.11	0.04
10.98	104.00	-0.35	40.59	0.55	-8.09	-0.27	1.52	-0.99	-0.11	0.04
10.99	104.00	-0.35	40.59	0.56	-8.06	-0.24	1.52	-0.99	-0.11	0.04
11.00	104.00	-0.35	40.59	0.57	-8.04	-0.24	1.52	-0.99	-0.11	0.04
11.01	104.00	-0.37	40.59	0.58	-8.07	-0.28	1.52	-0.99	-0.11	0.04
11.05	104.00	-0.37	40.59	0.55	-8.07	-0.29	1.52	-0.99	-0.11	0.04
11.05	104.00	-0.37	40.59	0.58	-8.04	-0.24	1.52	-0.99	-0.11	0.04
11.06	104.00	-0.37	40.59	0.58	-8.08	-0.26	1.52	-0.99	-0.11	0.04
11.07	104.00	-0.37	40.59	0.56	-8.08	-0.30	1.52	-0.99	-0.11	0.04
11.08	104.00	-0.37	40.59	0.57	-8.04	-0.29	1.52	-0.99	-0.11	0.04
11.09	104.00	-0.37	40.59	0.60	-8.05	-0.26	1.52	-0.99	-0.11	0.04
11.10	104.00	-0.37	40.59	0.60	-8.07	-0.29	1.52	-0.99	-0.11	0.04
11.11	104.00	-0.37	40.59	0.58	-8.08	-0.30	1.52	-0.99	-0.11	0.04
11.12	104.00	-0.37	40.59	0.60	-8.06	-0.30	1.52	-0.99	-0.11	0.04
11.13	104.00	-0.37	40.59	0.60	-8.06	-0.32	1.52	-0.99	-0.11	0.04
11.14	104.00	-0.37	40.59	0.64	-8.05	-0.29	1.52	-0.99	-0.11	0.04
11.15	104.00	-0.37	40.59	0.60	-8.07	-0.29	1.52	-0.99	-0.11	0.04
11.16	104.00	-0.37	40.59	0.62	-8.07	-0.26	1.52	-0.99	-0.11	0.04
11.17	104.00	-0.37	40.59	0.61	-8.05	-0.28	1.52	-0.99	-0.11	0.04
11.18	104.00	-0.37	40.59	0.65	-8.07	-0.29	1.52	-0.99	-0.11	0.04
11.19	104.00	-0.37	40.59	0.62	-8.04	-0.28	1.52	-0.99	-0.11	0.04
11.20	104.00	-0.37	40.59	0.63	-8.07	-0.31	1.52	-0.99	-0.11	0.04
11.21	104.00	-0.37	40.59	0.63	-8.07	-0.31	1.53	-0.99	-0.11	0.04
11.22	104.00	-0.37	40.59	0.59	-8.04	-0.26	1.53	-0.99	-0.11	0.04
11.23	104.00	-0.37	40.59	0.61	-8.05	-0.30	1.53	-0.99	-0.11	0.04
11.24	104.00	-0.39	40.59	0.60	-8.09	-0.29	1.53	-0.99	-0.11	0.04
11.25	104.00	-0.39	40.59	0.59	-8.03	-0.29	1.53	-0.99	-0.11	0.04
11.26	104.00	-0.39	40.59	0.62	-8.01	-0.29	1.53	-0.99	-0.11	0.04
11.27	104.00	-0.39	40.59	0.62	-8.08	-0.31	1.53	-0.99	-0.11	0.04
11.28	104.00	-0.40	40.59	0.61	-8.11	-0.28	1.53	-0.99	-0.11	0.04
11.29	104.00	-0.40	40.59	0.62	-8.08	-0.28	1.53	-0.99	-0.11	0.04
11.30	104.00	-0.40	40.59	0.61	-8.03	-0.29	1.53	-0.99	-0.11	0.04
11.31	104.00	-0.40	40.59	0.58	-8.02	-0.27	1.53	-0.99	-0.11	0.04
11.32	104.00	-0.40	40.59	0.55	-8.08	-0.28	1.53	-0.99	-0.11	0.04
11.33	104.00	-0.40	40.59	0.60	-8.11	-0.26	1.53	-0.99	-0.11	0.04
11.34	104.00	-0.40	40.59	0.65	-8.04	-0.31	1.53	-0.99	-0.11	0.04
11.35	104.00	-0.40	40.59	0.62	-7.99	-0.30	1.53	-0.99	-0.11	0.04
11.36	104.00	-0.40	40.59	0.55	-8.05	-0.24	1.53	-0.99	-0.11	0.04
11.37	104.00	-0.40	40.59	0.53	-8.10	-0.23	1.53	-0.99	-0.11	0.04
11.38	104.00	-0.40	40.59	0.55	-8.06	-0.23	1.53	-0.99	-0.11	0.04
11.39	104.00	-0.40	40.59	0.58	-8.01	-0.26	1.53	-0.99	-0.11	0.04
11.40	104.00	-0.40	40.59	0.62	-8.05	-0.30	1.53	-0.99	-0.11	0.04
11.41	104.00	-0.40	40.59	0.57	-8.11	-0.31	1.53	-0.99	-0.11	0.04
11.42	104.00	-0.40	40.59	0.56	-8.05	-0.29	1.53	-0.99	-0.11	0.04
11.43	104.00	-0.44	40.59	0.56	-8.04	-0.27	1.53	-0.99	-0.11	0.04
11.44	104.00	-0.44	40.59	0.54	-8.04	-0.24	1.53	-0.99	-0.11	0.04
11.45	104.00	-0.44	40.59	0.54	-8.07	-0.29	1.53	-0.99	-0.11	0.04
11.46	104.00	-0.44	40.59	0.57	-8.07	-0.27	1.53	-0.99	-0.11	0.04
11.47	104.00	-0.44	40.59	0.59	-8.05	-0.29	1.53	-0.99	-0.11	0.04
11.48	104.00	-0.44	40.59	0.56	-8.04	-0.28	1.53	-0.99	-0.11	0.04
11.49	104.00	-0.44	40.59	0.55	-8.08	-0.26	1.53	-0.99	-0.11	0.04
11.50	104.00	-0.44	40.59	0.55	-8.08	-0.27	1.53	-0.99	-0.11	0.04
11.51	104.00	-0.44	40.59	0.56	-8.04	-0.29	1.53	-0.99	-0.11	0.04
11.52	104.00	-0.44	40.59	0.55	-8.04	-0.27	1.53	-0.99	-0.11	0.04
11.53	104.00	-0.44	40.59	0.56	-8.06	-0.23	1.53	-0.99	-0.11	0.04
11.54	104.00	-0.44	40.59	0.56	-8.09	-0.22	1.53	-0.99	-0.11	0.04
11.55	104.00	-0.43	40.59	0.55	-8.06	-0.25	1.53	-0.99	-0.11	0.04
11.56	104.00	-0.43	40.59	0.57	-8.02	-0.25	1.53	-0.99	-0.11	0.04
11.57	104.00	-0.43	40.59	0.57	-8.06	-0.28	1.53	-0.99	-0.11	0.04
11.58	104.00	-0.41	40.59	0.57	-8.08	-0.28	1.53	-0.99	-0.11	0.04
11.59	104.00	-0.41	40.59	0.56	-8.05	-0.27	1.53	-0.99	-0.11	0.04
11.60	104.00	-0.41	40.59	0.56	-8.05	-0.25	1.53	-0.99	-0.12	0.04
11.61	104.00	-0.41	40.59	0.56	-8.05	-0.26	1.53	-0.99	-0.12	0.04
11.62	104.00	-0.41	40.59	0.57	-8.07	-0.25	1.53	-0.99	-0.12	0.04
11.63	104.00	-0.41	40.59	0.58	-8.06	-0.26	1.53	-0.99	-0.12	0.04
11.64	104.00	-0.41	40.59	0.60	-8.06	-0.30	1.53	-0.99	-0.12	0.04
11.65	104.00	-0.41	40.59	0.59	-8.05	-0.28	1.53	-0.99	-0.12	0.04
11.66	104.00	-0.43	40.59	0.60	-8.06	-0.26	1.53	-0.99	-0.12	0.04
11.67	104.00	-0.43	40.59	0.57	-8.07	-0.26	1.53	-0.99	-0.12	0.04
11.68	104.00	-0.43	40.59	0.59	-8.08	-0.29	1.53	-0.99	-0.12	0.04
11.69	104.00	-0.43	40.59	0.58	-8.04	-0.25	1.53	-0.99	-0.12	0.04
11.70	104.00	-0.45	40.60	0.60	-8.07	-0.29	1.53	-0.99	-0.12	0.04
11.71	104.00	-0.45	40.60	0.64	-8.08	-0.31	1.53	-0.99	-0.12	0.04
11.72	104.00	-0.45	40.60	0.61	-8.07	-0.27	1.53	-0.99	-0.12	0.04
11.73	104.00	-0.45	40.60	0.60	-8.04	-0.29	1.53	-0.99	-0.12	0.04
11.74	104.00	-0.42	40.60	0.62	-8.06	-0.27	1.53	-0.99	-0.12	0.04
11.75	104.00	-0.42	40.60	0.59	-8.07	-0.28	1.53	-0.99	-0.12	0.04
11.76	104.00	-0.42	40.60	0.59	-8.05	-0.30	1.53	-0.99	-0.12	0.04
11.77	104.00	-0.42	40.60	0.58	-8.04	-0.29	1.53	-0.99	-0.12	0.04
11.78	104.00	-0.42	40.60	0.60	-8.04	-0.26	1.53	-0.99	-0.12	0.04
11.79	104.00	-0.42	40.60	0.60	-8.05	-0.29	1.53	-0.99	-0.12	0.04
11.80	104.00	-0.42	40.60	0.60	-8.08	-0.28	1.53	-0.99	-0.12	0.04
11.81	104.00	-0.40	40.60	0.61	-8.05	-0.26	1.54	-0.99	-0.12	0.04
11.82	104.00	-0.40	40.60	0.59	-8.06	-0.30	1.54	-0.99	-0.12	0.04
11.83	104.00	-0.40	40.60	0.60	-8.07	-0.26	1.54	-0.99	-0.12	0.04
11.84	104.00	-0.40	40.60	0.55	-8.08	-0.31	1.54	-0.99	-0.12	0.04
11.85	104.00	-0.39	40.60	0.60	-8.05	-0.23	1.54	-0.99	-0.12	0.04
11.86	104.00	-0.39	40.60	0.58	-8.02	-0.26	1.54	-0.99	-0.12	0.04
11.87	104.00	-0.39	40.60	0.58	-8.05	-0.29	1.54	-0.99	-0.12	0.04
11.88	104.00	-0.39	40.60	0.61	-8.08	-0.28	1.54	-0.99	-0.12	0.04
11.89	104.00	-0.41	40.60	0.61	-8.06	-0.33	1.54	-0.99	-0.12	0.04
11.90	104.00	-0.41	40.60	0.58	-8.05	-0.31	1.54	-0.99	-0.12	0.04
11.91	104.00	-0.41	40.60	0.59	-8.05	-0.31	1.54	-0.99	-0.12	0.04
